Body Frame,Type of Hair,Color of Hair,Skin,Complexion,Body Weight,Nails,Size and Color of the Teeth,Pace of Performing Work,Mental Activity,Memory,Sleep Pattern,Weather Conditions,Reaction under Adverse Situations,Mood,Eating Habit,Hunger,Body Temperature,Joints,Nature,Body Energy,Quality of Voice,Dreams,Social Relations,Body Odor,Dosha
Well Built,Dry,Brown,"Dry,Rough",Dark,Normal,Blackish,"Medium,Yellowish",Fast,Aggressive,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Slowly,Irregular Chewing,Skips Meal,More than Normal,Healthy,"Egoistic,Fearless",Medium,Rough,Fire,Extrovert,Negligible,Vata
Medium,Dry,Grey,"Moist,Greasy",Glowing,Overweight,Pinkish,"Medium,Yellowish",Medium,Restless,Short term,Moderate,Dislike Heat,Calm,Constant,Irregular Chewing,Sudden and Sharp,More than Normal,Healthy,"Egoistic,Fearless",Medium,Fast,Sky,Ambivert,Negligible,Pitta
Well Built,Dry,Black,"Soft,Sweating",Glowing,Overweight,Pinkish,"Irregular,Blackish",Slow,Aggressive,Short term,Sleepy,Dislike Heat,Calm,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",High,Fast,Water,Ambivert,Negligible,Vata
Medium,Dry,Brown,"Dry,Rough",Pinkish,Normal,Pinkish,"Irregular,Blackish",Medium,Restless,Long Term,Sleepy,Dislike Moist,Anger,Changes Quickly,Improper Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",Low,Deep,Fire,Introvert,Negligible,Pitta
Thin and Lean,Normal,Grey,"Moist,Greasy",Glowing,Overweight,Blackish,"Medium,Yellowish",Fast,Restless,Good Memory,Moderate,Dislike Cold,Anxiety,Changes Slowly,Proper Chewing,Irregular,Less than Normal,Heavy,"Jealous,Fearful",Medium,Fast,Water,Introvert,Mild,Pitta
Medium,Greasy,Black,"Dry,Rough",Pinkish,Overweight,Redish,"Irregular,Blackish",Medium,Restless,Good Memory,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Proper Chewing,Irregular,Normal,Weak,"Forgiving,Grateful",High,Deep,Sky,Introvert,Mild,Pitta
Well Built,Greasy,Black,"Soft,Sweating",Dark,Underweight,Redish,"Large,White",Slow,Aggressive,Short term,Moderate,Dislike Heat,Calm,Changes Quickly,Irregular Chewing,Sudden and Sharp,Normal,Healthy,"Forgiving,Grateful",High,Rough,Water,Extrovert,Mild,Kapha
Medium,Normal,Black,"Soft,Sweating",Glowing,Overweight,Pinkish,"Irregular,Blackish",Slow,Stable,Long Term,Sleepy,Dislike Moist,Anger,Constant,Proper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",Low,Fast,Water,Introvert,Mild,Kapha
Well Built,Greasy,Black,"Soft,Sweating",Dark,Underweight,Pinkish,"Irregular,Blackish",Medium,Aggressive,Good Memory,Sleepy,Dislike Cold,Anxiety,Constant,Improper Chewing,Irregular,Normal,Weak,"Forgiving,Grateful",High,Fast,Fire,Introvert,Strong,Pitta
Thin and Lean,Greasy,Grey,"Moist,Greasy",Pinkish,Underweight,Blackish,"Irregular,Blackish",Medium,Restless,Good Memory,Less,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Irregular,Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Water,Introvert,Strong,Pitta
Thin and Lean,Greasy,Grey,"Soft,Sweating",Pinkish,Normal,Pinkish,"Medium,Yellowish",Slow,Restless,Good Memory,Less,Dislike Moist,Anger,Changes Slowly,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Egoistic,Fearless",Medium,Rough,Sky,Ambivert,Strong,Kapha
Thin and Lean,Normal,Brown,"Soft,Sweating",Pinkish,Overweight,Blackish,"Medium,Yellowish",Medium,Aggressive,Good Memory,Moderate,Dislike Cold,Anxiety,Changes Slowly,Proper Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",Low,Rough,Sky,Extrovert,Negligible,Kapha
Well Built,Normal,Grey,"Dry,Rough",Pinkish,Underweight,Blackish,"Large,White",Slow,Restless,Long Term,Less,Dislike Moist,Calm,Constant,Proper Chewing,Sudden and Sharp,Normal,Heavy,"Egoistic,Fearless",Low,Deep,Sky,Extrovert,Strong,Kapha
Thin and Lean,Dry,Black,"Soft,Sweating",Glowing,Overweight,Redish,"Large,White",Fast,Aggressive,Good Memory,Less,Dislike Cold,Anxiety,Changes Quickly,Improper Chewing,Sudden and Sharp,Normal,Weak,"Jealous,Fearful",Medium,Rough,Fire,Extrovert,Negligible,Kapha
Medium,Greasy,Brown,"Soft,Sweating",Dark,Normal,Redish,"Large,White",Medium,Restless,Good Memory,Sleepy,Dislike Moist,Calm,Constant,Proper Chewing,Irregular,More than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Sky,Extrovert,Negligible,Pitta
Thin and Lean,Greasy,Brown,"Soft,Sweating",Dark,Normal,Blackish,"Medium,Yellowish",Slow,Restless,Short term,Sleepy,Dislike Cold,Calm,Changes Quickly,Irregular Chewing,Sudden and Sharp,Normal,Heavy,"Forgiving,Grateful",Low,Rough,Water,Extrovert,Negligible,Kapha
Medium,Normal,Brown,"Soft,Sweating",Pinkish,Underweight,Redish,"Irregular,Blackish",Slow,Stable,Long Term,Moderate,Dislike Moist,Anxiety,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Forgiving,Grateful",Medium,Rough,Sky,Extrovert,Strong,Kapha
Medium,Dry,Brown,"Soft,Sweating",Glowing,Underweight,Blackish,"Irregular,Blackish",Fast,Aggressive,Short term,Sleepy,Dislike Heat,Anger,Changes Slowly,Irregular Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",High,Deep,Water,Extrovert,Strong,Kapha
Medium,Greasy,Black,"Dry,Rough",Dark,Overweight,Blackish,"Large,White",Fast,Restless,Good Memory,Less,Dislike Moist,Anxiety,Changes Slowly,Irregular Chewing,Sudden and Sharp,Normal,Weak,"Egoistic,Fearless",High,Rough,Fire,Ambivert,Mild,Pitta
Well Built,Dry,Brown,"Soft,Sweating",Pinkish,Overweight,Pinkish,"Medium,Yellowish",Slow,Restless,Short term,Sleepy,Dislike Cold,Calm,Constant,Proper Chewing,Skips Meal,Less than Normal,Healthy,"Forgiving,Grateful",Low,Rough,Fire,Extrovert,Negligible,Vata
Well Built,Normal,Brown,"Moist,Greasy",Glowing,Overweight,Redish,"Medium,Yellowish",Fast,Aggressive,Good Memory,Sleepy,Dislike Cold,Anxiety,Constant,Irregular Chewing,Irregular,Normal,Heavy,"Egoistic,Fearless",Low,Fast,Water,Extrovert,Negligible,Pitta
Well Built,Normal,Grey,"Soft,Sweating",Dark,Overweight,Redish,"Medium,Yellowish",Medium,Aggressive,Long Term,Sleepy,Dislike Moist,Anger,Changes Slowly,Improper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",High,Fast,Sky,Introvert,Mild,Pitta
Medium,Normal,Grey,"Moist,Greasy",Dark,Underweight,Pinkish,"Irregular,Blackish",Slow,Aggressive,Long Term,Sleepy,Dislike Cold,Calm,Constant,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",High,Deep,Sky,Extrovert,Negligible,Kapha
Thin and Lean,Normal,Grey,"Moist,Greasy",Pinkish,Overweight,Redish,"Large,White",Medium,Aggressive,Short term,Sleepy,Dislike Cold,Calm,Changes Quickly,Improper Chewing,Irregular,More than Normal,Weak,"Jealous,Fearful",Medium,Rough,Fire,Extrovert,Negligible,Kapha
Medium,Greasy,Brown,"Moist,Greasy",Glowing,Normal,Redish,"Medium,Yellowish",Slow,Stable,Good Memory,Less,Dislike Moist,Anger,Changes Quickly,Irregular Chewing,Sudden and Sharp,More than Normal,Healthy,"Egoistic,Fearless",Medium,Deep,Water,Extrovert,Mild,Kapha
Medium,Normal,Brown,"Dry,Rough",Pinkish,Normal,Redish,"Irregular,Blackish",Fast,Restless,Short term,Less,Dislike Cold,Anxiety,Changes Slowly,Irregular Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",High,Rough,Water,Extrovert,Mild,Pitta
Well Built,Greasy,Black,"Moist,Greasy",Pinkish,Normal,Redish,"Large,White",Medium,Stable,Good Memory,Moderate,Dislike Moist,Anxiety,Changes Quickly,Irregular Chewing,Irregular,Normal,Healthy,"Egoistic,Fearless",High,Rough,Water,Extrovert,Mild,Vata
Medium,Greasy,Black,"Dry,Rough",Pinkish,Normal,Redish,"Irregular,Blackish",Medium,Stable,Good Memory,Less,Dislike Moist,Anger,Changes Slowly,Proper Chewing,Skips Meal,More than Normal,Healthy,"Forgiving,Grateful",High,Deep,Fire,Extrovert,Negligible,Pitta
Well Built,Dry,Black,"Dry,Rough",Pinkish,Underweight,Blackish,"Large,White",Fast,Aggressive,Long Term,Moderate,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Heavy,"Egoistic,Fearless",High,Deep,Sky,Introvert,Strong,Kapha
Thin and Lean,Dry,Grey,"Dry,Rough",Pinkish,Underweight,Blackish,"Irregular,Blackish",Medium,Restless,Short term,Sleepy,Dislike Heat,Anger,Changes Slowly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Water,Extrovert,Mild,Kapha
Medium,Dry,Black,"Moist,Greasy",Glowing,Normal,Pinkish,"Irregular,Blackish",Fast,Stable,Good Memory,Less,Dislike Cold,Anger,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Low,Rough,Water,Ambivert,Mild,Kapha
Well Built,Normal,Black,"Dry,Rough",Pinkish,Underweight,Blackish,"Irregular,Blackish",Slow,Aggressive,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Irregular,More than Normal,Weak,"Forgiving,Grateful",High,Fast,Water,Extrovert,Strong,Kapha
Thin and Lean,Greasy,Brown,"Soft,Sweating",Dark,Underweight,Redish,"Large,White",Slow,Aggressive,Long Term,Sleepy,Dislike Cold,Anger,Changes Slowly,Improper Chewing,Skips Meal,Less than Normal,Heavy,"Jealous,Fearful",High,Deep,Sky,Extrovert,Mild,Kapha
Thin and Lean,Dry,Brown,"Dry,Rough",Pinkish,Normal,Pinkish,"Irregular,Blackish",Fast,Stable,Long Term,Sleepy,Dislike Moist,Anxiety,Constant,Irregular Chewing,Sudden and Sharp,More than Normal,Weak,"Forgiving,Grateful",Low,Deep,Water,Ambivert,Mild,Kapha
Thin and Lean,Normal,Black,"Dry,Rough",Dark,Overweight,Pinkish,"Irregular,Blackish",Slow,Restless,Long Term,Moderate,Dislike Cold,Anger,Changes Quickly,Irregular Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",Low,Fast,Fire,Extrovert,Negligible,Kapha
Medium,Greasy,Grey,"Dry,Rough",Dark,Underweight,Redish,"Large,White",Slow,Aggressive,Short term,Sleepy,Dislike Moist,Anger,Constant,Irregular Chewing,Irregular,More than Normal,Healthy,"Egoistic,Fearless",High,Deep,Fire,Introvert,Strong,Kapha
Medium,Normal,Black,"Dry,Rough",Dark,Normal,Blackish,"Medium,Yellowish",Fast,Restless,Long Term,Moderate,Dislike Cold,Calm,Changes Slowly,Irregular Chewing,Sudden and Sharp,Less than Normal,Weak,"Jealous,Fearful",High,Rough,Sky,Ambivert,Negligible,Pitta
Medium,Greasy,Black,"Soft,Sweating",Glowing,Normal,Blackish,"Large,White",Fast,Stable,Short term,Less,Dislike Cold,Anxiety,Changes Quickly,Proper Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",High,Deep,Water,Ambivert,Negligible,Pitta
Thin and Lean,Normal,Grey,"Moist,Greasy",Glowing,Underweight,Blackish,"Large,White",Fast,Aggressive,Good Memory,Less,Dislike Cold,Calm,Changes Slowly,Proper Chewing,Sudden and Sharp,More than Normal,Weak,"Jealous,Fearful",Low,Rough,Sky,Extrovert,Mild,Kapha
Medium,Normal,Black,"Dry,Rough",Dark,Underweight,Redish,"Medium,Yellowish",Fast,Restless,Good Memory,Sleepy,Dislike Moist,Anxiety,Changes Quickly,Improper Chewing,Irregular,More than Normal,Heavy,"Jealous,Fearful",High,Fast,Water,Extrovert,Strong,Pitta
Well Built,Dry,Brown,"Moist,Greasy",Dark,Normal,Redish,"Medium,Yellowish",Fast,Restless,Long Term,Sleepy,Dislike Heat,Anxiety,Constant,Proper Chewing,Sudden and Sharp,More than Normal,Heavy,"Jealous,Fearful",Medium,Rough,Fire,Introvert,Strong,Kapha
Thin and Lean,Normal,Black,"Soft,Sweating",Glowing,Underweight,Redish,"Medium,Yellowish",Fast,Restless,Long Term,Sleepy,Dislike Moist,Calm,Changes Quickly,Improper Chewing,Sudden and Sharp,Normal,Heavy,"Jealous,Fearful",Low,Rough,Water,Introvert,Negligible,Kapha
Well Built,Dry,Black,"Moist,Greasy",Dark,Underweight,Pinkish,"Large,White",Fast,Stable,Good Memory,Less,Dislike Heat,Calm,Changes Slowly,Proper Chewing,Skips Meal,More than Normal,Weak,"Jealous,Fearful",Low,Fast,Sky,Introvert,Negligible,Pitta
Medium,Dry,Black,"Dry,Rough",Dark,Normal,Pinkish,"Irregular,Blackish",Medium,Stable,Long Term,Less,Dislike Heat,Anxiety,Constant,Irregular Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",Low,Rough,Fire,Introvert,Mild,Kapha
Medium,Dry,Grey,"Dry,Rough",Pinkish,Overweight,Blackish,"Medium,Yellowish",Medium,Stable,Short term,Sleepy,Dislike Heat,Calm,Changes Slowly,Irregular Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",High,Fast,Fire,Extrovert,Negligible,Pitta
Medium,Greasy,Black,"Moist,Greasy",Glowing,Normal,Pinkish,"Medium,Yellowish",Slow,Restless,Long Term,Moderate,Dislike Cold,Anxiety,Changes Quickly,Proper Chewing,Skips Meal,Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Fire,Extrovert,Negligible,Pitta
Well Built,Greasy,Grey,"Dry,Rough",Dark,Normal,Pinkish,"Medium,Yellowish",Fast,Restless,Long Term,Moderate,Dislike Heat,Anger,Changes Quickly,Irregular Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",Medium,Fast,Sky,Ambivert,Strong,Pitta
Medium,Normal,Grey,"Soft,Sweating",Pinkish,Normal,Blackish,"Medium,Yellowish",Slow,Aggressive,Good Memory,Moderate,Dislike Cold,Anxiety,Constant,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",Low,Rough,Sky,Ambivert,Negligible,Kapha
Well Built,Greasy,Black,"Soft,Sweating",Dark,Normal,Redish,"Large,White",Medium,Stable,Short term,Less,Dislike Heat,Calm,Changes Slowly,Irregular Chewing,Irregular,More than Normal,Weak,"Egoistic,Fearless",High,Rough,Fire,Ambivert,Strong,Kapha
Medium,Dry,Black,"Dry,Rough",Dark,Normal,Blackish,"Large,White",Fast,Aggressive,Short term,Sleepy,Dislike Cold,Calm,Changes Quickly,Proper Chewing,Sudden and Sharp,More than Normal,Healthy,"Egoistic,Fearless",Medium,Deep,Sky,Extrovert,Strong,Pitta
Thin and Lean,Greasy,Black,"Dry,Rough",Dark,Underweight,Blackish,"Medium,Yellowish",Slow,Stable,Long Term,Less,Dislike Cold,Anger,Constant,Improper Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Sky,Extrovert,Mild,Kapha
Thin and Lean,Greasy,Brown,"Moist,Greasy",Pinkish,Normal,Redish,"Irregular,Blackish",Medium,Aggressive,Short term,Less,Dislike Moist,Anger,Changes Slowly,Irregular Chewing,Sudden and Sharp,Normal,Healthy,"Jealous,Fearful",Medium,Deep,Water,Introvert,Strong,Pitta
Well Built,Greasy,Brown,"Moist,Greasy",Dark,Overweight,Pinkish,"Medium,Yellowish",Medium,Stable,Good Memory,Less,Dislike Cold,Anxiety,Constant,Proper Chewing,Irregular,Less than Normal,Healthy,"Jealous,Fearful",Medium,Fast,Sky,Ambivert,Strong,Pitta
Thin and Lean,Greasy,Brown,"Moist,Greasy",Pinkish,Normal,Redish,"Irregular,Blackish",Slow,Restless,Short term,Less,Dislike Cold,Anger,Constant,Improper Chewing,Irregular,Less than Normal,Heavy,"Egoistic,Fearless",Low,Deep,Water,Extrovert,Mild,Kapha
Well Built,Normal,Brown,"Moist,Greasy",Dark,Underweight,Pinkish,"Medium,Yellowish",Fast,Restless,Long Term,Moderate,Dislike Cold,Anxiety,Constant,Irregular Chewing,Irregular,Less than Normal,Weak,"Forgiving,Grateful",High,Fast,Water,Introvert,Mild,Pitta
Thin and Lean,Normal,Brown,"Soft,Sweating",Pinkish,Normal,Blackish,"Irregular,Blackish",Slow,Restless,Long Term,Moderate,Dislike Cold,Anger,Constant,Improper Chewing,Irregular,Normal,Heavy,"Egoistic,Fearless",High,Fast,Fire,Introvert,Negligible,Kapha
Well Built,Dry,Brown,"Soft,Sweating",Dark,Underweight,Redish,"Large,White",Fast,Aggressive,Good Memory,Less,Dislike Moist,Anxiety,Changes Quickly,Proper Chewing,Sudden and Sharp,More than Normal,Weak,"Jealous,Fearful",Low,Fast,Water,Introvert,Strong,Pitta
Medium,Normal,Grey,"Soft,Sweating",Dark,Normal,Redish,"Medium,Yellowish",Slow,Restless,Long Term,Moderate,Dislike Cold,Anxiety,Constant,Proper Chewing,Skips Meal,More than Normal,Heavy,"Egoistic,Fearless",Low,Deep,Fire,Extrovert,Mild,Vata
Well Built,Normal,Grey,"Soft,Sweating",Dark,Normal,Blackish,"Large,White",Fast,Stable,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Healthy,"Egoistic,Fearless",Medium,Rough,Water,Extrovert,Mild,Vata
Well Built,Greasy,Grey,"Soft,Sweating",Glowing,Normal,Pinkish,"Irregular,Blackish",Slow,Aggressive,Good Memory,Moderate,Dislike Cold,Anger,Changes Quickly,Improper Chewing,Irregular,More than Normal,Heavy,"Egoistic,Fearless",Low,Rough,Sky,Introvert,Negligible,Vata
Medium,Greasy,Black,"Soft,Sweating",Pinkish,Normal,Blackish,"Medium,Yellowish",Slow,Restless,Short term,Moderate,Dislike Heat,Anger,Changes Quickly,Improper Chewing,Sudden and Sharp,Normal,Healthy,"Egoistic,Fearless",Low,Rough,Water,Ambivert,Negligible,Vata
Well Built,Dry,Black,"Soft,Sweating",Dark,Normal,Pinkish,"Medium,Yellowish",Slow,Stable,Short term,Sleepy,Dislike Cold,Anxiety,Changes Slowly,Irregular Chewing,Sudden and Sharp,More than Normal,Weak,"Forgiving,Grateful",Medium,Fast,Sky,Introvert,Negligible,Kapha
Medium,Dry,Black,"Moist,Greasy",Dark,Underweight,Pinkish,"Medium,Yellowish",Fast,Stable,Short term,Less,Dislike Heat,Calm,Changes Slowly,Proper Chewing,Skips Meal,More than Normal,Heavy,"Forgiving,Grateful",High,Rough,Sky,Ambivert,Strong,Kapha
Thin and Lean,Dry,Black,"Soft,Sweating",Glowing,Underweight,Pinkish,"Irregular,Blackish",Fast,Aggressive,Long Term,Less,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Sudden and Sharp,Normal,Healthy,"Egoistic,Fearless",Low,Deep,Water,Introvert,Negligible,Kapha
Thin and Lean,Normal,Black,"Moist,Greasy",Glowing,Underweight,Redish,"Large,White",Medium,Restless,Long Term,Sleepy,Dislike Cold,Anger,Constant,Improper Chewing,Skips Meal,More than Normal,Weak,"Egoistic,Fearless",Medium,Rough,Water,Extrovert,Negligible,Pitta
Thin and Lean,Greasy,Brown,"Moist,Greasy",Pinkish,Underweight,Blackish,"Irregular,Blackish",Fast,Restless,Long Term,Moderate,Dislike Cold,Anxiety,Constant,Proper Chewing,Irregular,Normal,Weak,"Forgiving,Grateful",Medium,Deep,Sky,Ambivert,Mild,Pitta
Medium,Greasy,Black,"Soft,Sweating",Glowing,Underweight,Pinkish,"Medium,Yellowish",Fast,Aggressive,Good Memory,Less,Dislike Heat,Anxiety,Changes Slowly,Proper Chewing,Irregular,Less than Normal,Weak,"Jealous,Fearful",Medium,Fast,Water,Introvert,Strong,Pitta
Well Built,Greasy,Black,"Dry,Rough",Glowing,Underweight,Pinkish,"Large,White",Medium,Stable,Long Term,Sleepy,Dislike Moist,Calm,Changes Quickly,Improper Chewing,Irregular,More than Normal,Healthy,"Jealous,Fearful",High,Fast,Fire,Extrovert,Mild,Pitta
Well Built,Normal,Brown,"Dry,Rough",Dark,Underweight,Blackish,"Irregular,Blackish",Fast,Aggressive,Short term,Moderate,Dislike Moist,Calm,Constant,Proper Chewing,Skips Meal,Less than Normal,Heavy,"Egoistic,Fearless",Low,Deep,Sky,Introvert,Mild,Kapha
Thin and Lean,Greasy,Black,"Soft,Sweating",Dark,Overweight,Pinkish,"Medium,Yellowish",Fast,Restless,Good Memory,Moderate,Dislike Heat,Anger,Constant,Irregular Chewing,Sudden and Sharp,More than Normal,Heavy,"Egoistic,Fearless",Medium,Fast,Fire,Extrovert,Negligible,Pitta
Well Built,Dry,Brown,"Soft,Sweating",Dark,Normal,Blackish,"Irregular,Blackish",Slow,Stable,Short term,Moderate,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Skips Meal,Less than Normal,Weak,"Jealous,Fearful",Medium,Deep,Water,Introvert,Strong,Kapha
Thin and Lean,Dry,Black,"Soft,Sweating",Pinkish,Underweight,Blackish,"Large,White",Medium,Stable,Good Memory,Moderate,Dislike Moist,Anxiety,Constant,Proper Chewing,Sudden and Sharp,More than Normal,Heavy,"Egoistic,Fearless",Low,Rough,Water,Introvert,Strong,Kapha
Well Built,Normal,Grey,"Soft,Sweating",Pinkish,Underweight,Redish,"Medium,Yellowish",Medium,Aggressive,Good Memory,Sleepy,Dislike Moist,Anger,Changes Slowly,Proper Chewing,Irregular,Less than Normal,Heavy,"Forgiving,Grateful",High,Rough,Fire,Extrovert,Mild,Vata
Medium,Greasy,Grey,"Dry,Rough",Pinkish,Overweight,Redish,"Large,White",Slow,Restless,Long Term,Sleepy,Dislike Heat,Anxiety,Changes Quickly,Proper Chewing,Irregular,More than Normal,Heavy,"Forgiving,Grateful",Low,Fast,Water,Extrovert,Mild,Kapha
Thin and Lean,Greasy,Grey,"Dry,Rough",Dark,Underweight,Redish,"Irregular,Blackish",Medium,Stable,Short term,Sleepy,Dislike Cold,Anger,Changes Slowly,Proper Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Low,Deep,Sky,Introvert,Negligible,Kapha
Thin and Lean,Normal,Black,"Soft,Sweating",Pinkish,Underweight,Blackish,"Irregular,Blackish",Fast,Restless,Short term,Sleepy,Dislike Cold,Anger,Constant,Proper Chewing,Sudden and Sharp,Less than Normal,Heavy,"Egoistic,Fearless",Medium,Fast,Sky,Extrovert,Negligible,Pitta
Medium,Dry,Black,"Soft,Sweating",Glowing,Normal,Pinkish,"Irregular,Blackish",Medium,Stable,Short term,Sleepy,Dislike Moist,Anger,Constant,Proper Chewing,Skips Meal,Normal,Heavy,"Egoistic,Fearless",Medium,Deep,Sky,Ambivert,Mild,Pitta
Thin and Lean,Dry,Grey,"Soft,Sweating",Glowing,Overweight,Blackish,"Irregular,Blackish",Slow,Aggressive,Good Memory,Moderate,Dislike Cold,Anxiety,Changes Slowly,Proper Chewing,Skips Meal,Normal,Weak,"Forgiving,Grateful",Low,Rough,Water,Introvert,Mild,Vata
Medium,Dry,Black,"Dry,Rough",Glowing,Normal,Redish,"Large,White",Slow,Aggressive,Good Memory,Moderate,Dislike Heat,Calm,Changes Slowly,Irregular Chewing,Skips Meal,More than Normal,Weak,"Forgiving,Grateful",Low,Rough,Sky,Extrovert,Negligible,Vata
Thin and Lean,Greasy,Grey,"Dry,Rough",Glowing,Normal,Pinkish,"Large,White",Fast,Aggressive,Long Term,Moderate,Dislike Heat,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Normal,Healthy,"Forgiving,Grateful",Medium,Fast,Fire,Introvert,Negligible,Pitta
Well Built,Greasy,Brown,"Dry,Rough",Glowing,Overweight,Blackish,"Large,White",Slow,Aggressive,Short term,Less,Dislike Cold,Anger,Changes Quickly,Proper Chewing,Skips Meal,Less than Normal,Weak,"Forgiving,Grateful",Medium,Fast,Fire,Extrovert,Mild,Pitta
Thin and Lean,Normal,Grey,"Dry,Rough",Glowing,Normal,Blackish,"Large,White",Fast,Restless,Good Memory,Sleepy,Dislike Moist,Anger,Changes Quickly,Irregular Chewing,Skips Meal,Less than Normal,Weak,"Egoistic,Fearless",Medium,Deep,Sky,Ambivert,Negligible,Pitta
Medium,Dry,Grey,"Dry,Rough",Pinkish,Overweight,Redish,"Irregular,Blackish",Slow,Stable,Good Memory,Moderate,Dislike Heat,Anger,Changes Slowly,Improper Chewing,Irregular,Less than Normal,Healthy,"Jealous,Fearful",Low,Deep,Water,Extrovert,Strong,Kapha
Medium,Greasy,Grey,"Moist,Greasy",Pinkish,Normal,Redish,"Irregular,Blackish",Medium,Restless,Good Memory,Moderate,Dislike Moist,Calm,Constant,Irregular Chewing,Sudden and Sharp,Less than Normal,Heavy,"Egoistic,Fearless",Low,Fast,Fire,Introvert,Mild,Pitta
Well Built,Dry,Grey,"Dry,Rough",Pinkish,Underweight,Pinkish,"Large,White",Slow,Restless,Long Term,Moderate,Dislike Heat,Calm,Constant,Improper Chewing,Skips Meal,Normal,Weak,"Jealous,Fearful",Medium,Fast,Sky,Ambivert,Strong,Kapha
